income_t_id,fiscal_date_ending,gross_profit,total_revenue,cost_of_revenue,costof_goods_and_services_sold,operating_income,selling_general_and_administrative,research_and_development,operating_expenses,investment_income_net,net_interest_income,interest_income,interest_expense,non_interest_income,other_non_operating_income,depreciation,depreciation_and_amortization,income_before_tax,income_tax_expense,interest_and_debt_expense,net_income_from_continuing_operations,comprehensive_income_net_of_tax,ebit,ebitda,net_income,symbol,sector,year,quarter,company_id,name
312,2023-12-31,6882000000,6406200000,-475800000,2842500000,2801900000,730900000,0,1262900000,0,-360200000,-400000,360200000,0,0,0,497500000,2515000000,476000000,360200000,2552600000,2128700000,2875200000,3372700000,2039000000,MCD,Consumo discrecional,2023,Q4,13,McDonald’s Corporation
313,2023-09-30,4959300000,6692000000,1732900000,625000000,3208000000,583500000,0,1107500000,0,-340700000,300000,341000000,0,0,0,498000000,2923500000,606000000,340700000,2657800000,2227000000,3264200000,3762200000,2317000000,MCD,Consumo discrecional,2023,Q3,13,McDonald’s Corporation
314,2023-06-30,4801600000,6498000000,1695900000,618000000,3104000000,567500000,0,1077700000,0,-330200000,-200000,330000000,0,42800000,0,492000000,2816700000,506000000,330200000,2640600000,2345000000,3146900000,3639100000,2310000000,MCD,Consumo discrecional,2023,Q2,13,McDonald’s Corporation
315,2023-03-31,4255700000,5898000000,1642100000,598000000,2532000000,553300000,0,1043800000,0,-329700000,300000,330000000,0,64300000,0,490000000,2267000000,465000000,329700000,2132000000,1799000000,2596700000,3087200000,1802000000,MCD,Consumo discrecional,2023,Q1,13,McDonald’s Corporation
316,2022-12-31,6504700000,5926500000,-578200000,2517600000,2582700000,720300000,0,635100000,0,-322900000,322900000,322900000,1085300000,79100000,0,463100000,2338900000,435500000,322900000,2339500000,1976500000,2661800000,3124900000,1903400000,MCD,Consumo discrecional,2022,Q4,13,McDonald’s Corporation
317,2022-09-30,4241100000,5872100000,1631000000,589000000,2763900000,576400000,0,1042000000,0,-306200000,306200000,306200000,19000000,78500000,0,465600000,2536200000,554600000,306200000,2287800000,1668300000,2842400000,3308000000,1981600000,MCD,Consumo discrecional,2022,Q3,13,McDonald’s Corporation
318,2022-06-30,4056400000,5718400000,1662000000,588600000,1711800000,611200000,0,2273400000,0,-290600000,4600000,290600000,-1200000000,-12100000,0,462200000,1409100000,221100000,290600000,1478600000,1583500000,1699700000,2161900000,1188000000,MCD,Consumo discrecional,2022,Q2,13,McDonald’s Corporation
319,2022-03-31,4017600000,5665600000,1648000000,584000000,2312600000,584300000,0,1064000000,0,-287300000,2600000,287300000,-100000000,-484100000,0,479700000,1541200000,436800000,287300000,1391700000,1036200000,1828500000,2308200000,1104400000,MCD,Consumo discrecional,2022,Q1,13,McDonald’s Corporation
320,2021-12-31,6515300000,6009100000,-506200000,2748100000,2397100000,755400000,0,1139200000,0,-295600000,295600000,295600000,-241200000,6300000,0,481600000,2107800000,469000000,295600000,2111100000,1728300000,2403400000,2885000000,1638800000,MCD,Consumo discrecional,2021,Q4,13,McDonald’s Corporation
321,2021-09-30,4579900000,6201300000,1621400000,592600000,2986500000,559600000,0,1028800000,0,-293700000,293700000,293700000,106000000,-1400000,0,469200000,2691400000,541500000,293700000,2443600000,2057900000,2985100000,3454300000,2149900000,MCD,Consumo discrecional,2021,Q3,13,McDonald’s Corporation
322,2021-06-30,4273000000,5887900000,1614900000,579100000,2691100000,572400000,0,1035800000,0,-296500000,296500000,296500000,98000000,-18600000,0,463400000,2376000000,156700000,296500000,2515800000,2284000000,2672500000,3135900000,2219300000,MCD,Consumo discrecional,2021,Q2,13,McDonald’s Corporation
323,2021-03-31,3608800000,5124600000,1515800000,571500000,2281300000,490400000,0,944300000,0,-300000000,300000000,300000000,128600000,-28600000,0,453900000,1952700000,415500000,300000000,1837200000,1488100000,2252700000,2706600000,1537200000,MCD,Consumo discrecional,2021,Q1,13,McDonald’s Corporation
324,2020-12-31,5824399973,5313800000,-510599973,2533600000,2142900000,698000000,0,1107800026,0,-308900000,308900000,308900000,-110800000,-4000000,0,464300000,1830000000,452800000,308900000,1803500000,1549200000,2138900000,2603200000,1377200000,MCD,Consumo discrecional,2020,Q4,13,McDonald’s Corporation
325,2020-09-30,3955400000,5418100000,1462700000,567900000,2526400000,454700000,0,894800000,0,-310100000,307300000,310100000,0,800000,0,440100000,2217100000,454500000,310100000,2072700000,1810100000,2527200000,2967300000,1762600000,MCD,Consumo discrecional,2020,Q3,13,McDonald’s Corporation
326,2020-06-30,2223400000,3761500000,1538100000,524500000,961100000,576000000,0,1013600000,0,-319100000,313500000,319100000,0,6700000,0,425700000,648700000,164900000,319100000,802900000,673900000,967800000,1393500000,483800000,MCD,Consumo discrecional,2020,Q2,13,McDonald’s Corporation
327,2020-03-31,3222600000,4714400000,1491800000,554200000,1693600000,516300000,0,937600000,0,-280000000,5400000,280000000,0,31300000,0,421300000,1444900000,338000000,280000000,1386900000,593200000,1724900000,2146200000,1106900000,MCD,Consumo discrecional,2020,Q1,13,McDonald’s Corporation
328,2019-12-31,5349000000,5349000000,-669500000,2502900000,2292600000,653600000,0,839600000,0,-283000000,7400000,283000000,0,17200000,0,413600000,2026800000,454600000,283000000,2292600000,1752600000,2309800000,2723400000,1572200000,MCD,Consumo discrecional,2019,Q4,13,McDonald’s Corporation
329,2019-09-30,3914100000,5502300000,1516500000,559500000,2409300000,543600000,0,957000000,0,-280600000,8900000,280600000,0,23500000,0,413400000,2152200000,544300000,280600000,1888500000,1441400000,2432800000,2846200000,1607900000,MCD,Consumo discrecional,2019,Q3,13,McDonald’s Corporation
330,2019-06-30,3865200000,5409800000,1476100000,544700000,2273900000,533100000,0,931400000,0,-284200000,10700000,284200000,0,18100000,0,398300000,2007800000,490900000,284200000,1801100000,1540400000,2292000000,2690300000,1516900000,MCD,Consumo discrecional,2019,Q2,13,McDonald’s Corporation
331,2019-03-31,3530800000,5024100000,1424800000,533100000,2094000000,499100000,0,891700000,0,-274100000,10000000,274100000,0,11400000,0,392600000,1831300000,502900000,274100000,1602500000,1417800000,2105400000,2498000000,1328400000,MCD,Consumo discrecional,2019,Q1,13,McDonald’s Corporation
332,2018-12-31,5163000000,5163000000,1497400000,509700000,1999500000,609800000,0,936000000,0,-254100000,0,254100000,51700000,6000000,0,379000000,1751400000,336100000,254100000,1999500000,1314100000,2005500000,2384500000,1415300000,MCD,Consumo discrecional,2018,Q4,13,McDonald’s Corporation
333,2018-09-30,3979700000,5369400000,1389700000,499400000,2417700000,515200000,0,822300000,0,-250100000,0,250100000,68000000,-8900000,0,375100000,2158700000,521400000,250100000,1887400000,1564000000,2408800000,2783900000,1637300000,MCD,Consumo discrecional,2018,Q3,13,McDonald’s Corporation
334,2018-06-30,3962900000,5353900000,1391000000,483900000,2262300000,542100000,0,907100000,0,-240200000,0,240200000,0,-4000000,0,365000000,2018100000,521800000,240200000,1736500000,1207800000,2258300000,2623300000,1496300000,MCD,Consumo discrecional,2018,Q2,13,McDonald’s Corporation
335,2018-03-31,3762600000,5138900000,1376300000,480300000,2143100000,533100000,0,896000000,0,-236800000,0,236800000,0,-18400000,0,362900000,1887900000,512500000,236800000,1612200000,1407300000,2124700000,2487600000,1375400000,MCD,Consumo discrecional,2018,Q1,13,McDonald’s Corporation
336,2023-11-30,5971000000,13388000000,11563000000,7417000000,1825000000,4146000000,0,4146000000,92000000,22000000,0,22000000,13388000000,75000000,191000000,184000000,1922000000,344000000,0,1578000000,1563000000,1825000000,2009000000,1578000000,NKE,Consumo discrecional,2023,Q4,14,Nike Inc
337,2023-08-31,5720000000,12946000000,11335000000,7219000000,1604000000,4116000000,0,4116000000,99000000,34000000,34000000,34000000,12946000000,10000000,191000000,191000000,1648000000,198000000,0,1450000000,1355000000,1604000000,1790000000,1450000000,NKE,Consumo discrecional,2023,Q3,14,Nike Inc
338,2023-05-31,5595000000,12841000000,11604000000,7230000000,1221000000,4374000000,0,4374000000,101000000,28000000,28000000,25000000,12841000000,-3000000,187000000,236000000,1246000000,215000000,0,1031000000,960000000,1221000000,1221000000,1031000000,NKE,Consumo discrecional,2023,Q2,14,Nike Inc
339,2023-02-28,5371000000,12390000000,10978000000,7019000000,1412000000,3959000000,0,3959000000,83000000,7000000,7000000,65000000,12390000000,58000000,174000000,144000000,1477000000,237000000,0,1240000000,983000000,1412000000,1412000000,1240000000,NKE,Consumo discrecional,2023,Q1,14,Nike Inc
340,2022-11-30,5711000000,13315000000,11728000000,7604000000,1587000000,4124000000,0,4124000000,49000000,-16000000,16000000,16000000,13315000000,79000000,173000000,319000000,1650000000,319000000,0,1331000000,1254000000,1587000000,1587000000,1331000000,NKE,Consumo discrecional,2022,Q4,14,Nike Inc
341,2022-08-31,5615000000,12671000000,10992000000,7072000000,1695000000,3920000000,0,3920000000,65000000,-13000000,13000000,13000000,12671000000,146000000,169000000,160000000,1828000000,360000000,0,1468000000,1786000000,1695000000,1695000000,1468000000,NKE,Consumo discrecional,2022,Q3,14,Nike Inc
342,2022-05-31,5503000000,12263000000,10766000000,6731000000,1468000000,4035000000,0,4035000000,0,-40000000,40000000,40000000,12263000000,-54000000,179000000,296000000,1374000000,-65000000,0,-96000000,1658000000,1468000000,1468000000,1439000000,NKE,Consumo discrecional,2022,Q2,14,Nike Inc
343,2022-02-28,5067000000,10871000000,9242000000,5804000000,1629000000,3438000000,0,3438000000,22000000,-53000000,53000000,53000000,10871000000,94000000,180000000,183000000,1670000000,274000000,0,1396000000,1350000000,1629000000,1629000000,1396000000,NKE,Consumo discrecional,2022,Q1,14,Nike Inc
344,2021-11-30,5213000000,11357000000,9903000000,6144000000,1454000000,3759000000,0,3759000000,18000000,-55000000,55000000,55000000,11357000000,102000000,181000000,193000000,1501000000,164000000,0,1337000000,1549000000,1454000000,1454000000,1337000000,NKE,Consumo discrecional,2021,Q4,14,Nike Inc
345,2021-08-31,5696000000,12205000000,10124000000,6552000000,2124000000,3572000000,0,3572000000,17000000,-57000000,57000000,57000000,12205000000,39000000,177000000,168000000,2106000000,232000000,0,1874000000,2187000000,2124000000,2124000000,1874000000,NKE,Consumo discrecional,2021,Q3,14,Nike Inc
346,2021-05-31,5655000000,12352000000,10431000000,6689000000,1913000000,3742000000,0,3742000000,0,-63000000,63000000,63000000,12352000000,4000000,201000000,221000000,1854000000,345000000,0,1509000000,1575000000,1913000000,1913000000,1509000000,NKE,Consumo discrecional,2021,Q2,14,Nike Inc
347,2021-02-28,4719000000,10357000000,8679000000,5638000000,1678000000,3041000000,0,3041000000,0,-64000000,64000000,64000000,10357000000,22000000,182000000,112000000,1636000000,187000000,0,1449000000,1432000000,1678000000,1678000000,1449000000,NKE,Consumo discrecional,2021,Q1,14,Nike Inc
348,2020-11-30,4847000000,11243000000,9663000000,6396000000,1580000000,3267000000,0,3267000000,0,-70000000,70000000,70000000,11243000000,-54000000,185000000,247000000,1456000000,205000000,0,1251000000,1223000000,1580000000,1580000000,1251000000,NKE,Consumo discrecional,2020,Q4,14,Nike Inc
349,2020-08-31,4741000000,10639000000,8828000000,5853000000,1766000000,2975000000,0,2975000000,0,-65000000,65000000,65000000,10639000000,14000000,176000000,217000000,1715000000,197000000,0,1518000000,1173000000,1766000000,1766000000,1518000000,NKE,Consumo discrecional,2020,Q3,14,Nike Inc
350,2020-05-31,2353000000,6241000000,7151000000,3960000000,-838000000,3191000000,0,3191000000,0,-50000000,41000000,50000000,6241000000,84000000,208000000,223000000,-804000000,-14000000,0,-790000000,-789000000,-838000000,-838000000,-790000000,NKE,Consumo discrecional,2020,Q2,14,Nike Inc
351,2020-02-29,4473000000,10104000000,8914000000,5631000000,1190000000,3283000000,0,3283000000,0,-12000000,2000000,12000000,10104000000,-297000000,170000000,534000000,881000000,34000000,0,847000000,738000000,1190000000,1190000000,847000000,NKE,Consumo discrecional,2020,Q1,14,Nike Inc
352,2019-11-30,4544000000,10326000000,9106000000,5782000000,1220000000,3324000000,0,3324000000,0,-12000000,37000000,12000000,10326000000,41000000,174000000,187000000,1249000000,134000000,0,1115000000,987000000,1220000000,1220000000,1115000000,NKE,Consumo discrecional,2019,Q4,14,Nike Inc
353,2019-08-31,4871000000,10611000000,9117000000,5789000000,1543000000,3328000000,0,3328000000,0,-15000000,16000000,15000000,10611000000,33000000,169000000,175000000,1561000000,194000000,0,1367000000,1316000000,1543000000,1543000000,1367000000,NKE,Consumo discrecional,2019,Q3,14,Nike Inc
354,2019-05-31,4633000000,10169000000,8957000000,5551000000,1227000000,3406000000,0,3406000000,0,-12000000,30000000,12000000,10169000000,28000000,178000000,184000000,1243000000,254000000,0,989000000,1023000000,1227000000,1227000000,989000000,NKE,Consumo discrecional,2019,Q2,14,Nike Inc
355,2019-02-28,4339000000,9611000000,8363000000,5272000000,1248000000,3091000000,0,3091000000,20000000,-12000000,0,12000000,9611000000,55000000,178000000,177000000,1291000000,190000000,0,1101000000,1089000000,1248000000,1248000000,1101000000,NKE,Consumo discrecional,2019,Q1,14,Nike Inc
356,2018-11-30,4105000000,18748000000,8411000000,5269000000,963000000,3142000000,0,3142000000,20000000,0,0,14000000,9374000000,48000000,171000000,178000000,997000000,150000000,0,847000000,1086000000,963000000,963000000,847000000,NKE,Consumo discrecional,2018,Q4,14,Nike Inc
357,2018-08-31,4397000000,19730000000,8614000000,5551000000,1334000000,3063000000,0,3063000000,20000000,0,0,11000000,9782000000,-53000000,178000000,181000000,1270000000,178000000,0,1092000000,1154000000,1334000000,1334000000,1092000000,NKE,Consumo discrecional,2018,Q3,14,Nike Inc
358,2018-05-31,4378000000,9758000000,8531000000,5411000000,1258000000,3120000000,0,3120000000,0,0,0,12000000,-31000000,-31000000,196000000,200000000,1215000000,78000000,0,1137000000,1669000000,1258000000,1258000000,1137000000,NKE,Consumo discrecional,2018,Q2,14,Nike Inc
359,2018-02-28,3938000000,8984000000,7813000000,5046000000,1171000000,2767000000,0,2767000000,12000000,0,0,13000000,8984000000,1000000,185000000,198000000,1159000000,2080000000,0,-921000000,-975000000,1171000000,1171000000,-921000000,NKE,Consumo discrecional,2018,Q1,14,Nike Inc
360,2023-12-31,77502000000,84344000000,6842000000,64124000000,70372000000,2591000000,879000000,7130000000,0,-272000000,0,272000000,0,0,0,7740000000,10243000000,2613000000,272000000,8012000000,8729000000,10515000000,18637000000,7630000000,XOM,Energia,2023,Q4,15,Exxon Mobil Corp
361,2023-09-30,88105000000,90760000000,2655000000,61772000000,85278000000,2489000000,0,2827000000,0,-169000000,1288000000,169000000,0,0,0,4415000000,13423000000,4353000000,169000000,9346000000,8639000000,13592000000,18832000000,9070000000,XOM,Energia,2023,Q3,15,Exxon Mobil Corp
362,2023-06-30,80301000000,82914000000,2613000000,56458000000,77719000000,2449000000,0,2582000000,0,-249000000,1133000000,249000000,80795000000,0,0,4242000000,11383000000,3503000000,249000000,8153000000,8318000000,11632000000,13928000000,7880000000,XOM,Energia,2023,Q2,15,Exxon Mobil Corp
363,2023-03-31,84007000000,86564000000,2557000000,55439000000,81476000000,2390000000,0,2531000000,0,-159000000,2222000000,159000000,83644000000,0,0,4244000000,16390000000,4960000000,159000000,11843000000,11605000000,16549000000,23425000000,11430000000,XOM,Energia,2023,Q1,15,Exxon Mobil Corp
364,2022-12-31,91753000000,95429000000,3676000000,58060000000,88039000000,2832000000,824000000,3714000000,0,-207000000,398000000,207000000,-305729000000,0,0,5064000000,18537000000,5787000000,207000000,13055000000,17283000000,18744000000,24394000000,12750000000,XOM,Energia,2022,Q4,15,Exxon Mobil Corp
365,2022-09-30,109592000000,112070000000,2478000000,71514000000,107050000000,2324000000,0,2542000000,0,-209000000,4423000000,209000000,106512000000,926000000,0,5642000000,24884000000,5224000000,209000000,20198000000,16874000000,25093000000,38617000000,19660000000,XOM,Energia,2022,Q3,15,Exxon Mobil Corp
366,2022-06-30,113031000000,115681000000,2650000000,76299000000,110215000000,2530000000,0,2816000000,0,-194000000,3494000000,194000000,111265000000,728000000,0,4451000000,24209000000,6359000000,194000000,18574000000,15747000000,24403000000,36716000000,17850000000,XOM,Energia,2022,Q2,15,Exxon Mobil Corp
367,2022-03-31,87983000000,90500000000,2517000000,62629000000,85401000000,2409000000,0,2582000000,0,-188000000,2350000000,188000000,87734000000,228000000,0,8883000000,8286000000,2806000000,188000000,5750000000,6330000000,8474000000,15089000000,5480000000,XOM,Energia,2022,Q1,15,Exxon Mobil Corp
368,2021-12-31,80860000000,84965000000,4105000000,54009000000,76695000000,2514000000,843000000,4165000000,0,-221000000,1857000000,221000000,81287000000,1582000000,0,5661000000,11520000000,2650000000,221000000,9079000000,11802000000,11741000000,15589000000,8870000000,XOM,Energia,2021,Q4,15,Exxon Mobil Corp
369,2021-09-30,71349000000,73786000000,2437000000,48464000000,68868000000,2287000000,0,2481000000,0,-214000000,1456000000,214000000,71892000000,224000000,0,4990000000,9414000000,2664000000,214000000,6942000000,5640000000,9628000000,13140000000,6750000000,XOM,Energia,2021,Q3,15,Exxon Mobil Corp
370,2021-06-30,65225000000,67742000000,2517000000,45800000000,62694000000,2345000000,0,2531000000,0,-254000000,1182000000,254000000,65943000000,363000000,0,4952000000,6216000000,1526000000,254000000,4781000000,5194000000,6470000000,10077000000,4690000000,XOM,Energia,2021,Q2,15,Exxon Mobil Corp
371,2021-03-31,56302000000,59147000000,2845000000,40663000000,53671000000,2428000000,0,2631000000,0,-258000000,1215000000,258000000,57552000000,122000000,0,5004000000,3526000000,796000000,258000000,2796000000,3345000000,3784000000,7381000000,2730000000,XOM,Energia,2021,Q1,15,Exxon Mobil Corp
372,2020-12-31,42650000000,46540000000,3890000000,30230000000,37543000000,2736000000,1016000000,5107000000,0,-313000000,24000000,313000000,45714000000,465000000,0,30291000000,-26080000000,-6010000000,313000000,-20603000000,-16586000000,-25767000000,4079000000,-20070000000,XOM,Energia,2020,Q4,15,Exxon Mobil Corp
373,2020-09-30,43636000000,46199000000,2563000000,-153000000,41004000000,2444000000,0,2632000000,0,-279000000,238000000,279000000,45425000000,257000000,0,4983000000,-343000000,337000000,279000000,-709000000,748000000,-64000000,3351000000,-680000000,XOM,Energia,2020,Q3,15,Exxon Mobil Corp
374,2020-06-30,32549000000,32605000000,56000000,-2624000000,29926000000,2409000000,0,2623000000,0,-317000000,214000000,317000000,32277000000,225000000,0,4916000000,-1551000000,-471000000,317000000,-1169000000,1642000000,-1234000000,4101000000,-1080000000,XOM,Energia,2020,Q2,15,Exxon Mobil Corp
375,2020-03-31,49746000000,56158000000,6412000000,2777000000,46088000000,2579000000,0,3658000000,0,-249000000,526000000,249000000,55134000000,249000000,0,5819000000,-98000000,512000000,249000000,-770000000,-5456000000,151000000,5035000000,-610000000,XOM,Energia,2020,Q1,15,Exxon Mobil Corp
376,2019-12-31,63169000000,67173000000,4004000000,42058000000,59511000000,3048000000,1214000000,3658000000,0,-201000000,976000000,201000000,62920000000,2972000000,0,4923000000,6374000000,684000000,201000000,5730000000,5474000000,6575000000,6661000000,5690000000,XOM,Energia,2019,Q4,15,Exxon Mobil Corp
377,2019-09-30,61939000000,65049000000,3110000000,44138000000,58887000000,2753000000,0,3052000000,0,-232000000,964000000,232000000,63422000000,431000000,0,4873000000,4644000000,1474000000,232000000,3247000000,2098000000,4876000000,8630000000,3170000000,XOM,Energia,2019,Q3,15,Exxon Mobil Corp
378,2019-06-30,64664000000,69091000000,2827000000,48464000000,61504000000,2827000000,0,3160000000,0,-216000000,1143000000,216000000,67491000000,241000000,0,4631000000,4371000000,1241000000,216000000,3391000000,3707000000,4587000000,8120000000,3130000000,XOM,Energia,2019,Q2,15,Exxon Mobil Corp
379,2019-03-31,58876000000,63625000000,2770000000,43771000000,55826000000,2770000000,0,3050000000,0,-181000000,1528000000,181000000,61646000000,270000000,0,4571000000,4233000000,1883000000,181000000,2406000000,3132000000,4414000000,7332000000,2350000000,XOM,Energia,2019,Q1,15,Exxon Mobil Corp
380,2018-12-31,64024000000,71895000000,4229000000,44855000000,60117000000,2848000000,1116000000,3907000000,0,-215000000,0,215000000,-211217000000,1886000000,0,4328000000,7915000000,1915000000,215000000,6206000000,4806000000,8130000000,9722000000,6000000000,XOM,Energia,2018,Q4,15,Exxon Mobil Corp
381,2018-09-30,71295000000,76605000000,2892000000,50873000000,68111000000,2892000000,0,3184000000,0,-200000000,0,200000000,74187000000,458000000,0,4658000000,8874000000,2634000000,200000000,6446000000,6479000000,9074000000,11520000000,6240000000,XOM,Energia,2018,Q3,15,Exxon Mobil Corp
382,2018-06-30,68463000000,71456000000,2993000000,50245000000,65138000000,2993000000,0,3325000000,0,-147000000,0,147000000,0,1729000000,0,4589000000,6476000000,2526000000,147000000,3986000000,2333000000,6623000000,9203000000,3950000000,XOM,Energia,2018,Q2,15,Exxon Mobil Corp
383,2018-03-31,62689000000,65436000000,2747000000,44779000000,59655000000,2747000000,0,3034000000,0,-204000000,0,204000000,0,1910000000,0,4470000000,7107000000,2457000000,204000000,4783000000,3959000000,7311000000,9139000000,4650000000,XOM,Energia,2018,Q1,15,Exxon Mobil Corp
384,2023-12-31,14324000000,47180000000,32856000000,28477000000,6845000000,969000000,320000000,7474000000,0,-268000000,0,268000000,47720000000,0,0,3602000000,3506000000,1247000000,268000000,3227000000,1896000000,3774000000,9985000000,2259000000,CVX,Energia,2023,Q4,16,Chevron Corp
385,2023-09-30,20498000000,54080000000,33582000000,32328000000,13036000000,1163000000,0,7462000000,0,-114000000,1199000000,114000000,51922000000,0,0,4197000000,8709000000,2183000000,114000000,6517000000,6640000000,8823000000,8856000000,6526000000,CVX,Energia,2023,Q3,16,Chevron Corp
386,2023-06-30,18745000000,48896000000,30151000000,28984000000,11560000000,1128000000,0,7185000000,0,-120000000,1120000000,120000000,47216000000,0,0,3559000000,7839000000,1829000000,120000000,6008000000,6040000000,7959000000,7960500000,6010000000,CVX,Energia,2023,Q2,16,Chevron Corp
387,2023-03-31,20467000000,50793000000,30326000000,29407000000,13565000000,881000000,0,6936000000,0,-115000000,1473000000,115000000,48785000000,0,0,3631000000,9488000000,2914000000,115000000,8193000000,6631000000,9603000000,9637500000,6574000000,CVX,Energia,2023,Q1,16,Chevron Corp
388,2022-12-31,18239000000,56473000000,38234000000,32570000000,10384000000,1454000000,268000000,7768000000,0,-237000000,1500000000,237000000,53502000000,0,0,4995000000,9783000000,3430000000,237000000,7967000000,6728000000,10020000000,14731000000,6353000000,CVX,Energia,2022,Q4,16,Chevron Corp
389,2022-09-30,27318000000,66644000000,39326000000,38751000000,19933000000,1028000000,0,7385000000,0,-128000000,2282000000,128000000,63508000000,0,0,4222000000,14802000000,3571000000,128000000,11229000000,11549000000,14930000000,19137000000,11231000000,CVX,Energia,2022,Q3,16,Chevron Corp
390,2022-06-30,27909000000,68762000000,40853000000,40684000000,20728000000,863000000,0,7181000000,0,-129000000,2338000000,129000000,65372000000,0,0,3799000000,15910000000,4288000000,129000000,11712000000,11783000000,16039000000,19931000000,11622000000,CVX,Energia,2022,Q2,16,Chevron Corp
391,2022-03-31,20693000000,54373000000,33680000000,33411000000,14088000000,967000000,0,6506000000,0,-136000000,1949000000,136000000,52165000000,0,0,3789000000,9036000000,2777000000,136000000,8362000000,6496000000,9172000000,12890000000,6259000000,CVX,Energia,2022,Q1,16,Chevron Corp
392,2021-12-31,17785000000,48129000000,30344000000,30218000000,11007000000,1271000000,268000000,6158000000,0,-218000000,1502000000,218000000,45408000000,0,0,4462000000,6958000000,1903000000,478000000,6739000000,5584000000,7176000000,11940000000,5055000000,CVX,Energia,2021,Q4,16,Chevron Corp
393,2021-09-30,20119000000,44710000000,24591000000,23834000000,14109000000,657000000,0,6010000000,0,-174000000,1473000000,174000000,42552000000,0,0,4340000000,8051000000,1940000000,174000000,6120000000,5988000000,8225000000,12529000000,6111000000,CVX,Energia,2021,Q3,16,Chevron Corp
394,2021-06-30,15707000000,37597000000,21890000000,20629000000,9712000000,1096000000,0,5995000000,0,-185000000,1257000000,185000000,36117000000,0,0,4537000000,4410000000,1328000000,185000000,3090000000,3373000000,4595000000,9107000000,3082000000,CVX,Energia,2021,Q2,16,Chevron Corp
395,2021-03-31,13134000000,32029000000,18895000000,17568000000,7177000000,990000000,0,5901000000,0,-198000000,713000000,198000000,31021000000,0,0,4290000000,2156000000,779000000,198000000,2309000000,2403000000,2354000000,6675000000,1377000000,CVX,Energia,2021,Q1,16,Chevron Corp
396,2020-12-31,5498000000,25246000000,19748000000,15047000000,-529000000,1129000000,435000000,5892000000,0,-237000000,369000000,237000000,24589000000,0,0,4674000000,-966000000,-301000000,237000000,-88000000,-1770000000,-729000000,3742000000,-665000000,CVX,Energia,2020,Q4,16,Chevron Corp
397,2020-09-30,9949000000,24451000000,14502000000,13448000000,4513000000,832000000,0,5436000000,0,-164000000,346000000,164000000,23997000000,0,0,4020000000,-42000000,165000000,164000000,-209000000,36000000,122000000,4120000000,-207000000,CVX,Energia,2020,Q3,16,Chevron Corp
398,2020-06-30,2667000000,13494000000,10827000000,8144000000,-4432000000,1569000000,0,7099000000,0,-172000000,2903000000,172000000,15926000000,0,0,7512000000,-10590000000,-2320000000,172000000,-8277000000,-8136000000,-10418000000,-3725000000,-8270000000,CVX,Energia,2020,Q2,16,Chevron Corp
399,2020-03-31,15211000000,31501000000,16290000000,15509000000,9237000000,683000000,0,5748000000,0,-162000000,1260000000,162000000,30334000000,0,0,4338000000,4163000000,564000000,162000000,3581000000,3705000000,4325000000,8607000000,3599000000,CVX,Energia,2020,Q1,16,Chevron Corp
400,2019-12-31,3377000000,36350000000,32973000000,19693000000,-3739000000,1129000000,500000000,5855000000,0,-197000000,258000000,197000000,35307000000,0,0,16464000000,-8348000000,-1738000000,197000000,-2698000000,-8331000000,-8151000000,8173000000,-6610000000,CVX,Energia,2019,Q4,16,Chevron Corp
401,2019-09-30,15159000000,36116000000,20957000000,19882000000,8880000000,954000000,0,6279000000,0,-197000000,1023000000,197000000,34779000000,0,0,4375000000,4049000000,1469000000,197000000,2580000000,2668000000,4246000000,8646000000,2580000000,CVX,Energia,2019,Q3,16,Chevron Corp
402,2019-06-30,16842000000,38850000000,22008000000,20835000000,10579000000,1076000000,0,6263000000,0,-198000000,987000000,198000000,36323000000,0,0,4371000000,5950000000,1645000000,198000000,4290000000,4407000000,6148000000,10433000000,4305000000,CVX,Energia,2019,Q2,16,Chevron Corp
403,2019-03-31,14412000000,35200000000,20788000000,19703000000,8542000000,984000000,0,5950000000,0,-225000000,592000000,225000000,33968000000,0,0,4180000000,3964000000,1315000000,225000000,2647000000,2734000000,4189000000,8282000000,2649000000,CVX,Energia,2019,Q1,16,Chevron Corp
404,2018-12-31,15093000000,42352000000,27259000000,23920000000,8368000000,1080000000,453000000,6666000000,0,-363000000,0,363000000,40714000000,0,0,5343000000,4905000000,1175000000,363000000,10050000000,4013000000,5268000000,5088000000,3730000000,CVX,Energia,2018,Q4,16,Chevron Corp
405,2018-09-30,18130000000,43987000000,25857000000,24681000000,12127000000,1018000000,0,6003000000,0,-182000000,0,182000000,42105000000,0,0,5870000000,5687000000,1640000000,182000000,4059000000,4150000000,5869000000,5881000000,4047000000,CVX,Energia,2018,Q3,16,Chevron Corp
406,2018-06-30,16373000000,42236000000,25863000000,24744000000,10143000000,1017000000,0,6230000000,0,-217000000,0,217000000,40491000000,0,0,4559000000,4892000000,1483000000,217000000,3425000000,3500000000,5109000000,5122000000,3409000000,CVX,Energia,2018,Q2,16,Chevron Corp
407,2018-03-31,15808000000,37764000000,21956000000,21233000000,10384000000,723000000,0,5412000000,0,-159000000,0,159000000,-51000000,159000000,0,4334000000,5052000000,1414000000,159000000,5300000000,3768000000,5211000000,5232000000,3638000000,CVX,Energia,2018,Q1,16,Chevron Corp
