income_t_id,fiscal_date_ending,gross_profit,total_revenue,cost_of_revenue,costof_goods_and_services_sold,operating_income,selling_general_and_administrative,research_and_development,operating_expenses,investment_income_net,net_interest_income,interest_income,interest_expense,non_interest_income,other_non_operating_income,depreciation,depreciation_and_amortization,income_before_tax,income_tax_expense,interest_and_debt_expense,net_income_from_continuing_operations,comprehensive_income_net_of_tax,ebit,ebitda,net_income,symbol,sector,year,quarter,company_id,name
0,2023-12-31,27640000000,31253000000,3613000000,10256000000,4484000000,2277000000,0,4388000000,0,-1019000000,0,1019000000,0,243000000,2192000000,1336000000,4150000000,890000000,1019000000,3154000000,4532000000,5169000000,6505000000,3260000000,CMCSA,Comunicacion,2023,Q4,0,Comcast Corp
1,2023-09-30,26721000000,30115000000,3394000000,8653000000,6475000000,2104000000,0,3394000000,0,-1060000000,0,1060000000,30115000000,88000000,2203000000,1290000000,5514000000,1468000000,1060000000,3997000000,2953000000,6574000000,7864000000,4046000000,CMCSA,Comunicacion,2023,Q3,0,Comcast Corp
2,2023-06-30,26818000000,30513000000,3695000000,8849000000,6709000000,2352000000,0,3695000000,0,-998000000,0,998000000,30513000000,133000000,2195000000,1343000000,5785000000,1537000000,998000000,4189000000,4714000000,6783000000,8126000000,4248000000,CMCSA,Comunicacion,2023,Q2,0,Comcast Corp
3,2023-03-31,25920000000,29691000000,3771000000,9004000000,5646000000,2258000000,0,3771000000,0,-1010000000,0,1010000000,29691000000,128000000,2264000000,1513000000,5310000000,1476000000,1010000000,3767000000,4547000000,6320000000,7833000000,3834000000,CMCSA,Comunicacion,2023,Q1,0,Comcast Corp
4,2022-12-31,26800000000,30553000000,3753000000,9807000000,4530000000,2480000000,0,4511000000,0,-974000000,0,974000000,0,242000000,2199000000,1273000000,3820000000,797000000,974000000,2873000000,4969000000,4794000000,6067000000,3023000000,CMCSA,Comunicacion,2022,Q4,0,Comcast Corp
5,2022-09-30,17761000000,29849000000,12088000000,8950000000,-2425000000,2322000000,0,12088000000,0,-960000000,0,960000000,0,-21000000,2150000000,1183000000,-3584000000,1014000000,960000000,-4666000000,-6983000000,-2624000000,-1441000000,-4598000000,CMCSA,Comunicacion,2022,Q3,0,Comcast Corp
6,2022-06-30,26268000000,30016000000,3748000000,8888000000,6367000000,2442000000,0,3748000000,0,-968000000,0,968000000,0,-897000000,2162000000,1306000000,4657000000,1261000000,968000000,3241000000,552000000,5625000000,6931000000,3396000000,CMCSA,Comunicacion,2022,Q2,0,Comcast Corp
7,2022-03-31,27313000000,31010000000,3697000000,10570000000,5569000000,2362000000,0,3697000000,0,-993000000,0,993000000,0,188000000,2213000000,1335000000,4837000000,1288000000,993000000,3476000000,2744000000,5830000000,7165000000,3549000000,CMCSA,Comunicacion,2022,Q1,0,Comcast Corp
8,2021-12-31,24277000000,30336000000,6059000000,9880000000,4821000000,2477000000,0,6059000000,0,-1120000000,0,1120000000,0,185000000,2221000000,3582000000,3962000000,905000000,1120000000,2980000000,3209000000,5082000000,8664000000,3057000000,CMCSA,Comunicacion,2021,Q4,0,Comcast Corp
9,2021-09-30,24580000000,30298000000,5718000000,10395000000,5450000000,2241000000,0,5718000000,0,-1050000000,0,1050000000,0,766000000,2177000000,3477000000,5270000000,1235000000,1050000000,3931000000,3370000000,6320000000,9797000000,4035000000,CMCSA,Comunicacion,2021,Q3,0,Comcast Corp
10,2021-06-30,23030000000,28546000000,5516000000,9256000000,5507000000,2133000000,0,5516000000,0,-1093000000,0,1093000000,0,1216000000,2113000000,3383000000,5738000000,2000000000,1093000000,3630000000,3758000000,6831000000,10214000000,3738000000,CMCSA,Comunicacion,2021,Q2,0,Comcast Corp
11,2021-03-31,21920000000,27205000000,5285000000,8919000000,5039000000,1923000000,0,5285000000,0,-1018000000,0,1018000000,0,390000000,2117000000,3362000000,4448000000,1119000000,1018000000,3292000000,3417000000,5466000000,8828000000,3329000000,CMCSA,Comunicacion,2021,Q1,0,Comcast Corp
12,2020-12-31,27708000000,27708000000,5422000000,9438000000,3918000000,2170000000,0,5422000000,0,-1044000000,0,1044000000,0,1542000000,1992000000,3252000000,4359000000,979000000,1044000000,3918000000,5052000000,5403000000,8655000000,3380000000,CMCSA,Comunicacion,2020,Q4,0,Comcast Corp
13,2020-09-30,20455000000,25532000000,5077000000,8565000000,4076000000,1757000000,0,5254000000,0,-1220000000,0,1220000000,0,-86000000,2122000000,3320000000,2758000000,739000000,1220000000,2031000000,3510000000,3978000000,7298000000,2019000000,CMCSA,Comunicacion,2020,Q3,0,Comcast Corp
14,2020-06-30,18839000000,23715000000,4876000000,6817000000,4647000000,1612000000,0,4876000000,0,-1112000000,0,1112000000,0,420000000,2099000000,3264000000,3934000000,946000000,1112000000,3009000000,2853000000,5046000000,8310000000,2988000000,CMCSA,Comunicacion,2020,Q2,0,Comcast Corp
15,2020-03-31,21183000000,26609000000,5426000000,8301000000,4852000000,2162000000,0,5426000000,0,-1212000000,1938000000,1212000000,0,-716000000,2107000000,3264000000,2847000000,700000000,1212000000,2224000000,-44000000,4059000000,7323000000,2147000000,CMCSA,Comunicacion,2020,Q1,0,Comcast Corp
16,2019-12-31,28398000000,28398000000,5668000000,9300000000,5247000000,2132000000,0,5668000000,0,-1113000000,1249000000,1113000000,0,-73000000,2102000000,3177000000,4023000000,861000000,1113000000,5247000000,5368000000,5136000000,8313000000,3162000000,CMCSA,Comunicacion,2019,Q4,0,Comcast Corp
17,2019-09-30,21538000000,26827000000,5289000000,8316000000,5340000000,2109000000,0,5289000000,0,-1167000000,1348000000,1167000000,0,-110000000,2124000000,3180000000,3992000000,775000000,1167000000,3288000000,2120000000,5159000000,8339000000,3217000000,CMCSA,Comunicacion,2019,Q3,0,Comcast Corp
18,2019-06-30,21452000000,26858000000,5406000000,8255000000,5356000000,2130000000,0,5406000000,0,-1137000000,1145000000,1137000000,0,-55000000,2197000000,3276000000,4086000000,961000000,1137000000,3203000000,2641000000,5223000000,8499000000,3125000000,CMCSA,Comunicacion,2019,Q2,0,Comcast Corp
19,2019-03-31,21468000000,26859000000,5391000000,8569000000,5182000000,2071000000,0,5391000000,0,-1150000000,674000000,1150000000,0,676000000,2240000000,3320000000,4629000000,1076000000,1150000000,3632000000,4343000000,5779000000,9099000000,3553000000,CMCSA,Comunicacion,2019,Q1,0,Comcast Corp
20,2018-12-31,27846000000,27846000000,6512000000,9252000000,4514000000,3072000000,0,6637000000,0,-1129000000,0,1129000000,0,-317000000,2211000000,3197000000,2997000000,486000000,1129000000,4514000000,1769000000,4126000000,7323000000,2511000000,CMCSA,Comunicacion,2018,Q4,0,Comcast Corp
21,2018-09-30,17699000000,22135000000,4436000000,6711000000,4836000000,1818000000,0,4295000000,0,-830000000,0,830000000,0,-111000000,2038000000,2618000000,3885000000,999000000,830000000,2896000000,2799000000,4715000000,7333000000,2886000000,CMCSA,Comunicacion,2018,Q3,0,Comcast Corp
22,2018-06-30,17311000000,21735000000,4424000000,6300000000,5014000000,1821000000,0,4224000000,0,-806000000,0,806000000,0,77000000,2021000000,2603000000,4293000000,1077000000,806000000,3208000000,3069000000,5099000000,7702000000,3216000000,CMCSA,Comunicacion,2018,Q2,0,Comcast Corp
23,2018-03-31,18449000000,22791000000,4342000000,7429000000,4645000000,1743000000,0,4342000000,0,-777000000,0,777000000,0,126000000,2011000000,2599000000,3936000000,818000000,777000000,3176000000,3271000000,4713000000,7312000000,3118000000,CMCSA,Comunicacion,2018,Q1,0,Comcast Corp
24,2023-12-31,3525340000,8832825000,5307485000,5307485000,1496109000,3087890000,673341000,3761231000,0,-175212000,0,175212000,-239371000,0,0,3840646000,1148150000,210312000,175212000,937838000,869464000,1323362000,5336755000,937838000,NFLX,Comunicacion,2023,Q4,1,Netflix Inc
25,2023-09-30,3610880000,8541668000,4930788000,4930788000,1916394000,1037327000,657159000,1694486000,0,-175563000,7345000,175563000,172678000,0,0,3664013000,1909049000,231627000,175563000,1677422000,1661117000,2084612000,5580407000,1677422000,NFLX,Comunicacion,2023,Q3,1,Netflix Inc
26,2023-06-30,3513831000,8187301000,4673470000,4673470000,1827183000,1028665000,657983000,1686648000,0,-174812000,26961000,174812000,-28952000,26961000,0,3526367000,1679332000,191722000,174812000,1487610000,1540039000,1854144000,5353550000,1487610000,NFLX,Comunicacion,2023,Q2,1,Netflix Inc
27,2023-03-31,3357878000,8161503000,4803625000,4803625000,1714317000,956286000,687275000,1643561000,0,-174239000,71204000,174239000,-80651000,-71204000,0,3550319000,1468874000,163754000,174239000,1305120000,1330731000,1643113000,5264636000,1305120000,NFLX,Comunicacion,2023,Q1,1,Netflix Inc
28,2022-12-31,2447893000,7852053000,5404160000,5404160000,549904000,2810063000,673926000,3483989000,0,-170603000,339965000,170603000,-461681000,-339965000,0,4038214000,39336000,-15948000,170603000,55284000,85621000,209939000,4588118000,55284000,NFLX,Comunicacion,2022,Q4,1,Netflix Inc
29,2022-09-30,3136924000,7925589000,4788665000,4788665000,1533018000,941167000,662739000,1603906000,0,-172575000,261404000,172575000,348458000,261404000,0,4000184000,1621847000,223605000,172575000,1398242000,1295075000,1794422000,5533202000,1398242000,NFLX,Comunicacion,2022,Q3,1,Netflix Inc
30,2022-06-30,3279386000,7970141000,4690755000,4690755000,1578283000,984257000,716846000,1701103000,0,-175455000,220226000,175455000,304513000,220226000,0,3565079000,1623054000,182103000,175455000,1440951000,1370645000,1798509000,5143362000,1440951000,NFLX,Comunicacion,2022,Q2,1,Netflix Inc
31,2022-03-31,3583062000,7867767000,4284705000,4284705000,1971626000,953906000,657530000,1611436000,0,-187579000,195645000,187579000,161821000,195645000,0,3436612000,1979692000,382245000,187579000,1597447000,1563772000,2167271000,5408238000,1597447000,NFLX,Comunicacion,2022,Q1,1,Netflix Inc
32,2021-12-31,2469743000,7709318000,5239575000,5239575000,631770000,2859503000,647470000,1233088000,0,-189429000,108512000,189429000,103917000,108512000,0,3805301000,550853000,-56576000,189429000,607429000,586769000,740282000,4437071000,607429000,NFLX,Comunicacion,2021,Q4,1,Netflix Inc
33,2021-09-30,3276878000,7483467000,4206589000,4206589000,1755253000,957738000,563887000,1521625000,0,-190429000,96135000,190429000,136488000,96135000,0,3033304000,1660959000,211888000,190429000,1449071000,1419461000,1851388000,4788557000,1449071000,NFLX,Comunicacion,2021,Q3,1,Netflix Inc
34,2021-06-30,3323769000,7341777000,4018008000,4018008000,1847630000,938818000,537321000,1476139000,0,-191322000,0,191322000,-63074000,-62519000,0,2845237000,1593789000,240776000,191322000,1353013000,1358651000,1785111000,4692867000,1353013000,NFLX,Comunicacion,2021,Q2,1,Netflix Inc
35,2021-03-31,3294771000,7163282000,3868511000,3868511000,1959856000,809708000,525207000,1334915000,0,-194440000,269086000,194440000,253330000,269086000,0,2754937000,2034502000,327787000,194440000,1706715000,1666454000,2228942000,4714793000,1706715000,NFLX,Comunicacion,2021,Q1,1,Netflix Inc
36,2020-12-31,2479282000,6644442000,4165160000,4165160000,954242000,2485104000,486936000,3126440000,0,-197186000,0,197186000,-257983000,-250639000,0,3014568000,506417000,-35739000,197186000,2479282000,587701000,703603000,3968810000,542156000,NFLX,Comunicacion,2020,Q4,1,Netflix Inc
37,2020-09-30,2567886000,6435637000,3867751000,3867751000,1314863000,799221000,453802000,1253023000,0,-197079000,0,197079000,-249194000,-256324000,0,2762332000,861460000,71484000,197079000,789976000,822901000,1058539000,4077195000,789976000,NFLX,Comunicacion,2020,Q3,1,Netflix Inc
38,2020-06-30,2504579000,6148286000,3643707000,3643707000,1357928000,711606000,435045000,1146651000,0,-189151000,133175000,189151000,-119161000,-133175000,0,2633820000,1035602000,315406000,189151000,720196000,733178000,1224753000,3991748000,720196000,NFLX,Comunicacion,2020,Q2,1,Netflix Inc
39,2020-03-31,2167990000,5767691000,3599701000,3599701000,958256000,755917000,453817000,1209734000,0,-184083000,21697000,184083000,93060000,21697000,0,2511902000,795870000,86803000,184083000,709067000,685534000,979953000,3470158000,709067000,NFLX,Comunicacion,2020,Q1,1,Netflix Inc
40,2019-12-31,2001411000,5467434000,3466023000,3466023000,458512000,3012523000,537227000,1754194000,0,-177801000,131378000,177801000,-122100000,-131378000,0,2607487000,149333000,-437637000,177801000,2001411000,604695000,327134000,3065999000,586970000,NFLX,Comunicacion,2019,Q4,1,Netflix Inc
41,2019-09-30,2146986000,5244905000,3097919000,3097919000,980239000,786971000,379776000,1779697000,0,-160660000,192744000,160660000,171360000,192744000,0,2313335000,1012323000,347079000,160660000,665244000,644350000,1172983000,3293574000,665244000,NFLX,Comunicacion,2019,Q3,1,Netflix Inc
42,2019-06-30,1917459000,4923116000,3005657000,3005657000,706419000,827807000,383233000,1818930000,0,-152033000,53470000,152033000,-61284000,-53470000,0,2265067000,500916000,230266000,152033000,270650000,275898000,652949000,2971486000,270650000,NFLX,Comunicacion,2019,Q2,1,Netflix Inc
43,2019-03-31,1650378000,4520992000,2870614000,2870614000,459084000,818530000,372764000,1766010000,0,-135529000,76104000,135529000,57600000,76104000,0,2156756000,399659000,55607000,135529000,344052000,338034000,535188000,2615840000,344052000,NFLX,Comunicacion,2019,Q1,1,Netflix Inc
44,2018-12-31,1453441000,4186841000,2733400000,2733400000,215767000,2432979000,327975000,2671636000,0,-128807000,0,128807000,21953000,32436000,0,2085844000,119396000,-14538000,128807000,1453441000,128860000,248203000,2301611000,133934000,NFLX,Comunicacion,2018,Q4,1,Netflix Inc
45,2018-09-30,1468246000,3999374000,2531128000,2412346000,480668000,779334000,308620000,1777451000,0,-108862000,0,108862000,7670000,7004000,0,1942887000,378810000,-24025000,108862000,402835000,400754000,487672000,2423555000,402835000,NFLX,Comunicacion,2018,Q3,1,Netflix Inc
46,2018-06-30,1504839000,3907270000,2402431000,2289867000,462213000,837977000,299095000,1783600000,0,-101605000,0,101605000,85410000,68028000,0,1848707000,428636000,44287000,101605000,384349000,367658000,530241000,2310920000,384349000,NFLX,Comunicacion,2018,Q2,1,Netflix Inc
47,2018-03-31,1400277000,3700856000,2300579000,2196075000,446578000,757473000,282310000,1637184000,0,-81219000,0,81219000,-41080000,-65743000,0,1779019000,299616000,9492000,81219000,290124000,314945000,380835000,2225597000,290124000,NFLX,Comunicacion,2018,Q1,1,Netflix Inc
48,2023-12-31,19415000000,23549000000,4134000000,15587000000,3876000000,3783000000,0,4542000000,182000000,-246000000,282000000,528000000,0,0,0,451000000,2631000000,720000000,528000000,2151000000,1701000000,3159000000,3610000000,1911000000,DIS,Comunicacion,2023,Q4,2,Walt Disney Company
49,2023-09-30,16069000000,21241000000,5172000000,13728000000,2976000000,4021000000,0,5548000000,136000000,2900000000,-545000000,-3445000000,0,0,0,213000000,577000000,313000000,-3445000000,264000000,1385000000,-2868000000,-2655000000,264000000,DIS,Comunicacion,2023,Q3,2,Walt Disney Company
50,2023-06-30,15461000000,22330000000,6869000000,14471000000,3559000000,3874000000,0,7251000000,111000000,-305000000,198000000,503000000,0,-101000000,0,432000000,-441000000,19000000,503000000,-460000000,-484000000,62000000,494000000,-460000000,DIS,Comunicacion,2023,Q2,2,Walt Disney Company
51,2023-03-31,17575000000,21815000000,4240000000,14616000000,3285000000,3614000000,0,4603000000,98000000,-322000000,182000000,504000000,0,0,0,558000000,1906000000,635000000,504000000,1488000000,1360000000,2410000000,2968000000,1271000000,DIS,Comunicacion,2023,Q1,2,Walt Disney Company
52,2022-12-31,19123000000,23512000000,4389000000,16386000000,3043000000,3827000000,0,4755000000,79000000,-300000000,165000000,465000000,0,28000000,0,579000000,1691000000,412000000,465000000,1279000000,920000000,2156000000,2735000000,1279000000,DIS,Comunicacion,2022,Q4,2,Walt Disney Company
53,2022-09-30,15189000000,20150000000,4961000000,19608000000,1597000000,4733000000,0,5312000000,46000000,2575000000,-89000000,-2664000000,0,0,0,245000000,284000000,122000000,-2664000000,162000000,2185000000,-2380000000,-2135000000,162000000,DIS,Comunicacion,2022,Q3,2,Walt Disney Company
54,2022-06-30,16790000000,21504000000,4714000000,13682000000,3567000000,4100000000,0,5052000000,7000000,-360000000,20000000,380000000,0,0,0,585000000,2026000000,617000000,380000000,1409000000,1579000000,2406000000,2991000000,1409000000,DIS,Comunicacion,2022,Q2,2,Walt Disney Company
55,2022-03-31,14708000000,19249000000,4541000000,12594000000,3699000000,3768000000,0,4829000000,3000000,-355000000,19000000,374000000,0,0,0,594000000,975000000,505000000,374000000,470000000,434000000,1349000000,1943000000,470000000,DIS,Comunicacion,2022,Q1,2,Walt Disney Company
56,2021-12-31,17453000000,21819000000,4366000000,14567000000,3258000000,3787000000,0,4610000000,34000000,-311000000,50000000,361000000,0,-4000000,0,595000000,1592000000,488000000,361000000,1152000000,1268000000,1953000000,2548000000,1104000000,DIS,Comunicacion,2021,Q4,2,Walt Disney Company
57,2021-09-30,13964000000,18534000000,4570000000,17935000000,1587000000,4319000000,0,4953000000,73000000,-457000000,-3226000000,-2769000000,0,0,0,259000000,193000000,34000000,323000000,160000000,1556000000,-2576000000,-2317000000,159000000,DIS,Comunicacion,2021,Q3,2,Walt Disney Company
58,2021-06-30,13183000000,17022000000,3839000000,11233000000,2382000000,3168000000,0,4019000000,-9000000,-445000000,-41000000,404000000,0,0,0,604000000,785000000,-133000000,404000000,923000000,999000000,1189000000,1793000000,918000000,DIS,Comunicacion,2021,Q2,2,Walt Disney Company
59,2021-03-31,11445000000,15613000000,4168000000,9782000000,2465000000,3113000000,0,4333000000,131000000,-320000000,95000000,415000000,0,0,0,605000000,1009000000,108000000,415000000,912000000,1124000000,1424000000,2029000000,901000000,DIS,Comunicacion,2021,Q1,2,Walt Disney Company
60,2020-12-31,12569000000,16249000000,3680000000,15990000000,1332000000,2917000000,0,3879000000,113000000,-324000000,80000000,404000000,0,0,0,617000000,33000000,16000000,404000000,29000000,198000000,437000000,1054000000,17000000,DIS,Comunicacion,2020,Q4,2,Walt Disney Company
61,2020-09-30,11387000000,14707000000,3320000000,15160000000,606000000,2812000000,0,3525000000,0,-652000000,-188000000,464000000,0,762000000,0,107000000,-661000000,49000000,464000000,-710000000,-2415000000,-197000000,-90000000,-710000000,DIS,Comunicacion,2020,Q3,2,Walt Disney Company
62,2020-06-30,3585000000,11779000000,8194000000,7896000000,1099000000,2455000000,0,8376000000,41000000,-412000000,44000000,456000000,0,568000000,0,695000000,-5052000000,-331000000,456000000,-4718000000,-4701000000,-4596000000,-3901000000,-4721000000,DIS,Comunicacion,2020,Q2,2,Walt Disney Company
63,2020-03-31,13740000000,18025000000,4269000000,11918000000,2407000000,3393000000,0,4459000000,63000000,-300000000,65000000,365000000,0,135000000,0,738000000,983000000,523000000,365000000,475000000,356000000,1348000000,2086000000,460000000,DIS,Comunicacion,2020,Q1,2,Walt Disney Company
64,2019-12-31,16306000000,20877000000,4552000000,18017000000,3996000000,3709000000,0,16956000000,76000000,-283000000,79000000,362000000,0,224000000,0,702000000,2565000000,458000000,362000000,2133000000,2191000000,2927000000,3629000000,2107000000,DIS,Comunicacion,2019,Q4,2,Walt Disney Company
65,2019-09-30,19100000000,19118000000,4527000000,16815000000,3425000000,3699000000,0,15828000000,0,-629000000,-216000000,413000000,0,0,0,439000000,1395000000,341000000,924000000,914000000,-1842000000,1808000000,2247000000,1054000000,DIS,Comunicacion,2019,Q3,2,Walt Disney Company
66,2019-06-30,15924000000,20262000000,4321000000,12819000000,3952000000,3368000000,0,16419000000,34000000,-411000000,61000000,472000000,0,-1000000,0,779000000,2153000000,393000000,472000000,1437000000,1825000000,2625000000,3404000000,1760000000,DIS,Comunicacion,2019,Q2,2,Walt Disney Company
67,2019-03-31,6546000000,14924000000,8376000000,8376000000,3815000000,2330000000,0,3155000000,30000000,-143000000,55000000,198000000,0,-312000000,0,828000000,7099000000,1647000000,0,5590000000,5448000000,7297000000,3962000000,5452000000,DIS,Comunicacion,2019,Q1,2,Walt Disney Company
68,2018-12-31,6302000000,15303000000,9001000000,9001000000,3655000000,2152000000,0,2884000000,75000000,-63000000,100000000,163000000,0,0,0,732000000,3433000000,645000000,0,2786000000,2809000000,3596000000,4326000000,2788000000,DIS,Comunicacion,2018,Q4,2,Walt Disney Company
69,2018-09-30,3083000000,14306000000,11224000000,11224000000,3277000000,2321000000,0,3116000000,0,0,0,189000000,0,0,0,794000000,3105000000,783000000,0,2419000000,2487000000,3294000000,3396000000,2322000000,DIS,Comunicacion,2018,Q3,2,Walt Disney Company
70,2018-06-30,6880000000,15229000000,8348000000,8348000000,4189000000,2213000000,0,2956000000,0,0,0,175000000,0,0,0,744000000,3711000000,795000000,0,3059000000,2999000000,3886000000,4773000000,2916000000,DIS,Comunicacion,2018,Q2,2,Walt Disney Company
71,2018-03-31,7015000000,14548000000,7533000000,7533000000,4237000000,2239000000,0,2978000000,0,-143000000,0,172000000,0,0,0,731000000,3750000000,813000000,0,3115000000,2996000000,3922000000,4844000000,2937000000,DIS,Comunicacion,2018,Q1,2,Walt Disney Company
72,2023-12-31,-2570000000,7856000000,10426000000,5896000000,-182000000,2455000000,0,4530000000,0,-502000000,51000000,502000000,10317000000,97000000,0,2024000000,-621000000,-221000000,502000000,-392000000,286000000,-119000000,1905000000,-400000000,WBD,Comunicacion,2023,Q4,3,Warner Bros Discovery Inc
73,2023-09-30,66000000,9979000000,9913000000,5309000000,97000000,2291000000,0,4604000000,0,-574000000,43000000,574000000,9880000000,-63000000,0,1989000000,-542000000,-125000000,552000000,-407000000,-802000000,32000000,2021000000,-417000000,WBD,Comunicacion,2023,Q3,3,Warner Bros Discovery Inc
74,2023-06-30,-953000000,10358000000,11311000000,6636000000,-906000000,2562000000,0,4675000000,0,-574000000,611000000,574000000,10340000000,27000000,0,1914000000,-1500000000,-260000000,579000000,-1220000000,-1177000000,-926000000,988000000,-1240000000,WBD,Comunicacion,2023,Q2,3,Warner Bros Discovery Inc
75,2023-03-31,-604000000,10700000000,11304000000,6685000000,-557000000,2388000000,0,4619000000,0,-571000000,56000000,571000000,10577000000,-73000000,0,2058000000,-1247000000,-178000000,571000000,-1060000000,-651000000,-676000000,1382000000,-1069000000,WBD,Comunicacion,2023,Q1,3,Warner Bros Discovery Inc
76,2022-12-31,-16749000000,12028000000,28777000000,6954000000,-1894000000,2511000000,0,5899000000,0,-558000000,693000000,558000000,10962000000,-64000000,0,2169000000,-2563000000,-462000000,558000000,-2079000000,-1505000000,-2005000000,164000000,-2101000000,WBD,Comunicacion,2022,Q4,3,Warner Bros Discovery Inc
77,2022-09-30,4196000000,9823000000,5627000000,5627000000,-2190000000,2589000000,0,6402000000,0,-555000000,696000000,555000000,9683000000,-28000000,0,2233000000,-2874000000,-566000000,555000000,-2285000000,-2974000000,-2319000000,-86000000,-2308000000,WBD,Comunicacion,2022,Q3,3,Warner Bros Discovery Inc
78,2022-06-30,3202000000,9827000000,6625000000,6625000000,-3639000000,3538000000,0,7820000000,0,-511000000,596000000,511000000,9814000000,-51000000,0,2266000000,-4254000000,-836000000,511000000,-3408000000,-3924000000,-3743000000,-1477000000,-3418000000,WBD,Comunicacion,2022,Q2,3,Warner Bros Discovery Inc
79,2022-03-31,1923000000,3159000000,1236000000,1236000000,353000000,1040000000,0,1668000000,0,-153000000,2000000,153000000,3667000000,490000000,0,525000000,657000000,201000000,153000000,475000000,339000000,810000000,1335000000,456000000,WBD,Comunicacion,2022,Q1,3,Warner Bros Discovery Inc
80,2021-12-31,-196000000,3783000000,196000000,1067000000,508000000,1069000000,0,196000000,0,-154000000,14000000,154000000,3245000000,-173000000,0,539000000,130000000,92000000,154000000,-392000000,-75000000,284000000,823000000,38000000,WBD,Comunicacion,2021,Q4,3,Warner Bros Discovery Inc
81,2021-09-30,1621000000,3150000000,1529000000,1529000000,329000000,944000000,0,1305000000,0,-159000000,1000000,159000000,3144000000,72000000,0,341000000,192000000,36000000,165000000,197000000,24000000,351000000,692000000,156000000,WBD,Comunicacion,2021,Q3,3,Warner Bros Discovery Inc
82,2021-06-30,2007000000,3062000000,1055000000,1055000000,779000000,952000000,0,1335000000,0,-157000000,2000000,157000000,3061000000,105000000,0,341000000,674000000,2000000,158000000,718000000,668000000,831000000,1172000000,672000000,WBD,Comunicacion,2021,Q2,3,Warner Bros Discovery Inc
83,2021-03-31,1823000000,2792000000,969000000,969000000,396000000,1051000000,0,1431000000,0,-163000000,1000000,163000000,2808000000,68000000,0,361000000,246000000,106000000,163000000,191000000,210000000,409000000,770000000,140000000,WBD,Comunicacion,2021,Q1,3,Warner Bros Discovery Inc
84,2020-12-31,-2112000000,3189000000,5301000000,1129000000,488000000,809000000,0,1154000000,0,-163000000,65000000,163000000,2897000000,58000000,0,358000000,369000000,98000000,174000000,318000000,518000000,532000000,890000000,271000000,WBD,Comunicacion,2020,Q4,3,Warner Bros Discovery Inc
85,2020-09-30,1558000000,2561000000,1003000000,1003000000,531000000,633000000,0,1027000000,0,-161000000,0,161000000,2556000000,-28000000,0,341000000,289000000,-11000000,166000000,330000000,423000000,450000000,791000000,300000000,WBD,Comunicacion,2020,Q3,3,Warner Bros Discovery Inc
86,2020-06-30,1731000000,2541000000,810000000,810000000,717000000,635000000,0,976000000,0,-161000000,0,161000000,2470000000,-6000000,0,334000000,427000000,156000000,232000000,300000000,372000000,588000000,922000000,271000000,WBD,Comunicacion,2020,Q2,3,Warner Bros Discovery Inc
87,2020-03-31,1765000000,2683000000,918000000,918000000,779000000,645000000,0,991000000,0,-163000000,0,163000000,2704000000,-58000000,0,326000000,507000000,130000000,163000000,407000000,77000000,670000000,996000000,377000000,WBD,Comunicacion,2020,Q1,3,Warner Bros Discovery Inc
88,2019-12-31,2874000000,2874000000,5198000000,1037000000,705000000,793000000,0,1132000000,0,-162000000,0,162000000,2874000000,2000000,0,333000000,528000000,52000000,162000000,705000000,683000000,690000000,1023000000,476000000,WBD,Comunicacion,2019,Q4,3,Warner Bros Discovery Inc
89,2019-09-30,1764000000,2678000000,914000000,914000000,619000000,660000000,0,990000000,0,-163000000,0,163000000,2705000000,-1000000,0,322000000,409000000,147000000,163000000,297000000,147000000,572000000,894000000,262000000,WBD,Comunicacion,2019,Q3,3,Warner Bros Discovery Inc
90,2019-06-30,1947000000,2885000000,938000000,938000000,911000000,709000000,0,1036000000,0,-161000000,0,161000000,2874000000,9000000,0,320000000,676000000,-271000000,184000000,987000000,928000000,837000000,1157000000,947000000,WBD,Comunicacion,2019,Q2,3,Warner Bros Discovery Inc
91,2019-03-31,1777000000,2707000000,930000000,930000000,774000000,626000000,0,1003000000,1000000,-182000000,0,182000000,2693000000,-27000000,0,372000000,537000000,153000000,187000000,418000000,304000000,719000000,1091000000,384000000,WBD,Comunicacion,2019,Q1,3,Warner Bros Discovery Inc
92,2018-12-31,1863000000,2809000000,946000000,946000000,711000000,657000000,0,1152000000,0,-171000000,0,171000000,2809000000,-36000000,0,397000000,464000000,195000000,171000000,711000000,247000000,635000000,1032000000,269000000,WBD,Comunicacion,2018,Q4,3,Warner Bros Discovery Inc
93,2018-09-30,1658000000,2592000000,934000000,934000000,369000000,667000000,0,1289000000,0,-185000000,0,185000000,2584000000,-15000000,0,398000000,160000000,43000000,185000000,135000000,144000000,345000000,743000000,117000000,WBD,Comunicacion,2018,Q3,3,Warner Bros Discovery Inc
94,2018-06-30,1850000000,2845000000,995000000,995000000,650000000,687000000,0,1284000000,0,-196000000,0,196000000,2798000000,-47000000,0,410000000,339000000,123000000,196000000,244000000,39000000,535000000,945000000,216000000,WBD,Comunicacion,2018,Q2,3,Warner Bros Discovery Inc
95,2018-03-31,1247000000,2307000000,1060000000,1060000000,204000000,609000000,0,1043000000,0,-177000000,0,177000000,-4000000,-22000000,0,193000000,-28000000,-20000000,177000000,3000000,-10000000,149000000,342000000,-8000000,WBD,Comunicacion,2018,Q1,3,Warner Bros Discovery Inc
